producto_id,nombre_producto,categoria,fecha_caducidad,stock_actual,precio_unitario,sales_ultimos_7d,ventas_promedio_diaria,dias_hasta_caducidad,proveedor,en_promocion,precio_promocion,fecha_ultima_venta,temperatura_almacen,humedad_almacen,categoria_riesgo
PRD009,Yogurt Natural 125g,lacteos,2025-08-18,130,0.9,65,9.3,16,Lácteos Naturales,False,,2025-07-28,4.0,80.0,alto
PRD010,Agua Mineral 500ml,bebidas,2025-09-25,300,0.4,200,28.6,54,Agua Pura,False,,2025-07-31,8.0,65.0,bajo
PRD011,Pan Blanco 1kg,panaderia,2025-08-14,180,1.2,100,14.3,12,Panadería La Cosecha,False,,2025-07-30,22.0,55.0,bajo
PRD012,Zumo Naranja 1L,bebidas,2025-08-22,220,1.5,135,19.3,20,Zumos & Frutas,False,,2025-07-29,8.0,70.0,bajo
PRD013,Galletas Integrales 200g,panaderia,2025-08-17,75,2.0,40,5.7,15,Galletas y Más,False,,2025-07-28,22.0,55.0,bajo
PRD014,Manzanas Gala,frutas,2025-08-25,110,2.8,65,9.3,23,Frutas del Valle,False,,2025-07-30,4.0,75.0,medio
PRD015,Agua Mineral 1L,bebidas,2025-09-10,290,1.4,170,24.3,39,Agua Pura,False,,2025-07-29,8.0,65.0,bajo
PRD016,Fresas 250g,frutas,2025-08-04,80,3.2,75,10.7,2,Fresas Naturales,True,2.7,2025-07-31,4.0,78.0,medio
PRD017,Carne de Pollo 1kg,carnes,2025-08-09,45,8.0,20,2.9,7,Aves del Sur,False,,2025-07-30,1.0,60.0,alto
PRD018,Yogurt de Frambuesa 125g,lacteos,2025-08-16,125,1.0,60,8.6,14,Lácteos del Sur,False,,2025-07-27,4.0,80.0,alto
PRD019,Refresco Naranja 330ml,bebidas,2025-09-10,180,0.75,140,20.0,39,Bebidas del Mundo,False,,2025-07-30,8.0,70.0,bajo
PRD020,Pan de Viena 500g,panaderia,2025-08-13,160,1.3,85,12.1,11,Panadería La Cosecha,False,,2025-07-30,22.0,55.0,bajo
PRD001,Manzanas Golden,frutas,2025-08-31,120,1.2,85,12.1,29,AgroFruits Ltd.,False,,2025-07-30,4.0,65.0,medio
PRD002,Leche Entera 1L,lacteos,2025-08-15,200,0.9,150,21.4,13,DairyBest Co.,True,0.75,2025-07-31,4.0,75.0,bajo
PRD003,Bananas Ripen,frutas,2025-08-08,80,0.5,95,13.6,6,Tropical Fruits Inc.,False,,2025-07-31,13.0,80.0,alto
PRD004,Carne de Res Picada,carnes,2025-08-10,50,7.8,30,4.3,8,Meat Suppliers Co.,False,,2025-07-28,1.0,55.0,alto
PRD005,Pan Baguette,panaderia,2025-08-02,180,0.8,180,25.7,0,Bakery Fresh,False,,2025-07-29,12.0,70.0,medio
PRD006,Jugo de Naranja 1L,bebidas,2025-08-25,150,2.5,100,14.3,23,OrangeJuice Co.,True,2.0,2025-07-30,4.0,85.0,bajo
PRD007,Yogurt Griego 500g,lacteos,2025-08-12,220,2.0,130,18.6,10,DairyBest Co.,False,,2025-07-31,4.0,65.0,bajo
PRD008,Filetes de Pollo,carnes,2025-08-09,70,5.5,45,6.4,7,Poultry Supplies Ltd.,False,,2025-07-29,2.0,60.0,alto
PRD009,Refresco Cola 2L,bebidas,2025-08-20,90,1.5,70,10.0,18,Fizzy Drinks Inc.,True,1.2,2025-07-30,4.0,80.0,bajo
PRD010,Queso Cheddar 200g,lacteos,2025-08-18,160,3.0,90,12.9,16,Cheese Co.,False,,2025-07-31,4.0,70.0,bajo
PRD011,Zanahorias,verduras,2025-08-07,130,0.4,115,16.4,5,Veggie Supply Ltd.,False,,2025-07-30,8.0,85.0,alto
PRD012,Pan de Dulce,panaderia,2025-08-02,160,1.0,170,24.3,0,Dulce Pan Bakery,False,,2025-07-29,12.0,72.0,medio
PRD013,Agua Mineral 1.5L,bebidas,2025-08-23,140,1.2,90,12.9,21,PureWater Co.,False,,2025-07-31,4.0,90.0,bajo
PRD014,Chocolate Bar,panaderia,2025-08-25,90,2.0,70,10.0,23,Sweet Treats Ltd.,True,1.7,2025-07-30,20.0,60.0,medio
PRD015,Espinaca Fresca,verduras,2025-08-05,110,0.6,85,12.1,3,Veggie Supply Ltd.,False,,2025-07-29,8.0,85.0,alto
PRD016,Cerveza Lager 330ml,bebidas,2025-09-02,140,1.8,95,13.6,32,Brews Co.,False,,2025-07-31,4.0,75.0,bajo
PRD017,Mantequilla 250g,lacteos,2025-08-17,130,2.5,85,12.1,15,DairyBest Co.,False,,2025-07-31,4.0,70.0,bajo
PRD018,Jamon Serrano 100g,carnes,2025-08-16,60,3.5,40,5.7,14,Spanish Meats Ltd.,False,,2025-07-29,2.0,55.0,alto
PRD019,Refresco Cola 500ml,bebidas,2025-08-21,100,1.0,80,11.4,19,Fizzy Drinks Inc.,False,,2025-07-31,4.0,80.0,bajo
PRD001,Manzanas Fuji,frutas,2025-08-18,120,2.5,35,5.0,16,Frutas del Valle,False,,2025-07-29,4.0,85.0,bajo
PRD002,Leche Entera 1L,lacteos,2025-08-22,80,1.2,50,7.1,20,Lácteos La Lechería,True,1.0,2025-07-30,2.0,75.0,bajo
PRD003,Broccoli Fresco,verduras,2025-08-08,60,1.8,20,2.9,6,Verduras Orgánicas,False,,2025-07-29,4.0,80.0,medio
PRD004,Carne de Pollo Piezas,carnes,2025-08-10,40,5.5,15,2.1,8,Carnes Del Norte,False,,2025-07-31,0.0,80.0,alto
PRD005,Pan Integral 500g,panaderia,2025-08-05,100,2.0,60,8.6,3,Panaderia La Colmena,True,1.8,2025-07-28,22.0,55.0,bajo
PRD006,Jugo de Naranja 1L,bebidas,2025-08-20,150,3.0,70,10.0,18,Jugos del Sol,False,,2025-07-30,4.0,70.0,bajo
PRD007,Yogur Natural 125g,lacteos,2025-08-19,90,0.8,40,5.7,17,Lácteos La Lechería,False,,2025-07-29,2.0,80.0,bajo
PRD008,Filete de Res 1kg,carnes,2025-08-12,30,12.0,10,1.4,10,Carnes Frescas SA,False,,2025-07-31,0.0,75.0,alto
PRD009,Agua Mineral 500ml,bebidas,2025-08-25,200,0.5,100,14.3,23,Aguas del Mundo,False,,2025-07-31,8.0,60.0,bajo
PRD010,Queso Gouda 200g,lacteos,2025-08-21,50,3.5,25,3.6,19,Quesos Finos,False,,2025-07-30,4.0,75.0,bajo
PRD011,Pan de Molde 700g,panaderia,2025-08-04,110,2.5,55,7.9,2,Panaderia La Buena Miga,False,,2025-07-30,22.0,55.0,bajo
PRD012,Refresco Cola 2L,bebidas,2025-08-17,180,1.5,90,12.9,15,Bebidas Refrescantes,True,1.2,2025-07-29,8.0,65.0,bajo
PRD013,Jamon Cocido 300g,carnes,2025-08-11,70,4.0,28,4.0,9,Carnes Premium,False,,2025-07-29,0.0,75.0,alto
PRD014,Zumo de Piña 1L,bebidas,2025-08-23,130,3.5,65,9.3,21,Jugos Tropicales,False,,2025-07-31,4.0,70.0,bajo
PRD015,Yogur de Frutas 150g,lacteos,2025-08-16,75,1.0,30,4.3,14,Lácteos La Lechería,False,,2025-07-29,2.0,80.0,bajo
PRD016,Chocolate Negro 100g,panaderia,2025-08-20,45,2.8,20,2.9,18,Dulces Artesanales,False,,2025-07-30,22.0,60.0,bajo
PRD017,Bebida Energizante 250ml,bebidas,2025-08-25,90,2.5,42,6.0,23,Energéticos Plus,True,2.0,2025-07-31,8.0,68.0,medio
PRD018,Queso Brie 150g,lacteos,2025-08-29,35,4.5,18,2.6,27,Quesos Finos,False,,2025-07-30,4.0,74.0,bajo
PRD019,Tierra de Pan 1kg,panaderia,2025-08-07,70,3.0,35,5.0,5,Panadería La Esquina,False,,2025-07-30,22.0,55.0,bajo
PRD020,Coca-Cola 330ml,bebidas,2025-08-16,160,1.3,80,11.4,14,Bebidas Refrescantes,False,,2025-07-30,8.0,65.0,bajo
PRD001,Manzana Roja,frutas,2025-08-20,150,1.2,80,11.4,18,Frutícola El Valle,False,,2025-07-30,4.0,65.0,bajo
PRD002,Leche Entera 1L,lacteos,2025-08-15,200,1.1,120,17.1,13,Lácteos del Norte,True,0.99,2025-07-31,4.0,70.0,bajo
PRD003,Bananas Organic,frutas,2025-08-10,80,0.9,60,8.6,8,Agrofrut,False,,2025-07-29,13.0,80.0,medio
PRD004,Tomates Perita,verduras,2025-08-22,50,0.5,20,2.9,20,Verduras del Valle,False,,2025-07-31,10.0,85.0,medio
PRD005,Queso Manchego 200g,lacteos,2025-08-18,60,3.5,35,5.0,16,Lácteos Manchegos,True,3.2,2025-07-30,4.0,60.0,bajo
PRD006,Carne de Res Cortada,carnes,2025-08-12,40,8.5,15,2.1,10,Carnes Premium,False,,2025-07-31,0.0,75.0,alto
PRD007,Pan Blanco,panaderia,2025-08-04,120,0.8,90,12.9,2,Panadería Central,False,,2025-07-31,15.0,80.0,bajo
PRD008,Agua Mineral 500ml,bebidas,2025-09-01,300,0.6,170,24.3,30,Agua Clara,False,,2025-07-28,8.0,50.0,bajo
PRD009,Refresco Cola 330ml,bebidas,2025-08-25,250,1.3,130,18.6,23,Refrescos S.A.,True,1.1,2025-07-29,4.0,65.0,bajo
PRD010,Hígado de Pollo 1kg,carnes,2025-08-09,30,7.0,10,1.4,7,Carnes del Norte,False,,2025-07-30,2.0,60.0,alto
PRD011,Yogur Natural 125g,lacteos,2025-08-17,180,0.9,100,14.3,15,Yogur del Valle,False,,2025-07-31,4.0,65.0,bajo
PRD012,Cerveza Lager 355ml,bebidas,2025-09-05,220,2.0,150,21.4,34,Cervezas Artesanales,False,,2025-07-27,7.0,55.0,bajo
PRD013,Palta Hass,verduras,2025-08-14,70,1.5,55,7.9,12,Verduras del Valle,True,1.3,2025-07-30,12.0,88.0,medio
PRD014,Jugo de Naranja 1L,bebidas,2025-08-28,180,1.4,100,14.3,26,Frutas y Jugos,False,,2025-07-28,5.0,60.0,bajo
PRD015,Cereza,frutas,2025-08-18,40,2.5,25,3.6,16,Frutas del Norte,False,,2025-07-29,-1.0,75.0,alto
PRD016,Jamon Cocido 150g,lacteos,2025-08-13,70,2.8,40,5.7,11,Lácteos del Sur,False,,2025-07-31,4.0,58.0,bajo
PRD017,Bebida Energética 250ml,bebidas,2025-09-02,90,2.2,45,6.4,31,Energizantes S.A.,False,,2025-07-30,6.0,45.0,bajo
PRD018,Naranja Navel,frutas,2025-08-23,100,1.4,70,10.0,21,Frutas del Valle,False,,2025-07-29,8.0,60.0,bajo
PRD019,Queso Gouda 150g,lacteos,2025-08-19,65,3.8,28,4.0,17,Quesos Finos,False,,2025-07-30,4.0,55.0,bajo
PRD001,Manzana Fuji,frutas,2025-08-31,120,1.2,80,11.4,29,FruitCo,False,,2025-07-30,4.0,85.0,bajo
PRD002,Leche Entera,lacteos,2025-08-15,85,0.9,45,6.4,13,DairyBest,True,0.75,2025-07-31,4.0,88.0,medio
PRD003,Banana Organic,frutas,2025-08-25,200,0.5,150,21.4,23,TropicalFarms,False,,2025-07-29,12.0,78.0,bajo
PRD004,Pollo Fresco,carnes,2025-08-07,50,5.5,30,4.3,5,MeatSuppliers,True,5.0,2025-07-31,0.0,65.0,alto
PRD005,Yogurt Natural,lacteos,2025-08-12,100,1.0,70,10.0,10,DairyBest,False,,2025-07-30,4.0,90.0,medio
PRD006,Pan Integral,panaderia,2025-08-04,70,2.0,60,8.6,2,BakeryDelights,False,,2025-07-29,22.0,70.0,bajo
PRD007,Jugo de Naranja,bebidas,2025-08-20,150,3.5,90,12.9,18,CitrusCo,False,,2025-07-30,8.0,80.0,bajo
PRD008,Queso Cheddar,lacteos,2025-08-10,60,4.5,25,3.6,8,CheeseMakers,True,4.0,2025-07-30,4.0,85.0,medio
PRD009,Cerveza Artesanal,bebidas,2025-09-05,180,2.8,100,14.3,34,BrewMasters,False,,2025-07-30,10.0,75.0,bajo
PRD010,Baguette Francesa,panaderia,2025-08-03,90,1.5,70,10.0,1,BakeryDelights,False,,2025-07-31,22.0,68.0,bajo
PRD011,Jamon Serrano,carnes,2025-08-09,40,8.0,20,2.9,7,MeatSuppliers,True,7.0,2025-07-31,2.0,55.0,alto
PRD012,Agua Mineral 1.5L,bebidas,2025-08-24,250,0.8,180,25.7,22,AquaPure,False,,2025-07-30,5.0,85.0,bajo
PRD013,Refresco Cola,bebidas,2025-09-10,300,1.0,220,31.4,39,FizzyDrinks,False,,2025-07-31,4.0,70.0,bajo
PRD014,Mantequilla Sin Sal,lacteos,2025-08-25,65,2.5,35,5.0,23,DairyBest,False,,2025-07-29,4.0,85.0,medio
PRD015,Tocino Ahumado,carnes,2025-08-08,55,7.0,10,1.4,6,MeatSuppliers,True,6.5,2025-07-30,2.0,50.0,alto
PRD016,Zumo de Piña,bebidas,2025-09-02,130,3.0,80,11.4,31,TropicalFarms,False,,2025-07-29,8.0,85.0,bajo
PRD017,Helado de Vainilla,panaderia,2025-08-16,90,4.0,40,5.7,14,SweetTreats,False,,2025-07-30,-18.0,70.0,alto
PRD018,Croissants,panaderia,2025-08-03,100,2.5,60,8.6,1,BakeMasters,False,,2025-07-31,22.0,65.0,bajo
PRD019,Vino Tinto,bebidas,2025-12-01,40,12.0,15,2.1,122,WineCellars,True,10.0,2025-07-29,16.0,70.0,medio
PRD001,Manzanas Golden,frutas,2025-08-31,150,1.2,80,11.4,29,Frutas del Valle,False,,2025-07-30,4.0,70.0,bajo
PRD002,Leche Entera 1L,lacteos,2025-09-05,200,0.99,150,21.4,34,Lacteos La Vaquita,True,0.89,2025-07-31,4.0,60.0,bajo
PRD003,Tomates Perita,verduras,2025-08-25,80,0.75,50,7.1,23,Verduras del Sol,False,,2025-07-29,10.0,80.0,medio
PRD004,Filete de Pollo,carnes,2025-08-10,120,5.5,70,10.0,8,Carnes del Norte,True,4.95,2025-07-30,0.0,85.0,alto
PRD005,Pan Baguette,panaderia,2025-08-02,250,0.45,200,28.6,0,Panadería La Esquina,False,,2025-07-31,20.0,60.0,medio
PRD006,Jugo de Naranja 1L,bebidas,2025-09-10,180,2.0,90,12.9,39,Bebidas Frescas,True,1.8,2025-07-28,4.0,65.0,bajo
PRD007,Yogur Natural 150g,lacteos,2025-09-15,220,0.55,130,18.6,43,Yogurt Plus,False,,2025-07-30,4.0,55.0,bajo
PRD008,Hamburguesa de Carne,carnes,2025-08-18,90,3.75,65,9.3,16,Carnes Premium,False,,2025-07-31,0.0,80.0,alto
PRD009,Jamon Serrano 100g,carnes,2025-08-22,50,4.5,30,4.3,20,Jamones y Embutidos,True,4.05,2025-07-27,2.0,65.0,alto
PRD010,Cerveza Artesanal 355ml,bebidas,2025-09-25,170,2.5,110,15.7,54,Cervezas del Mundo,False,,2025-07-31,8.0,55.0,medio
PRD011,Zanahorias orgánicas,verduras,2025-08-27,60,0.65,40,5.7,25,Verduras del Valle,False,,2025-07-29,10.0,85.0,medio
PRD012,Queso Gouda 200g,lacteos,2025-09-12,130,2.5,85,12.1,41,Quesos Finos,False,,2025-07-30,4.0,50.0,bajo
PRD013,Bebida Gaseosa Cola 2L,bebidas,2025-09-18,160,1.5,95,13.6,46,Refrescos y Bebidas,True,1.35,2025-07-31,8.0,60.0,bajo
PRD014,Cereza Orgánica 250g,frutas,2025-08-20,45,3.0,25,3.6,18,Frutas del Valle,False,,2025-07-29,2.0,80.0,alto
PRD015,Galletas Integrales 150g,panaderia,2025-09-05,300,1.1,180,25.7,34,Panadería La Esquina,False,,2025-07-31,20.0,55.0,medio
PRD016,Agua Mineral 1.5L,bebidas,2025-09-12,210,0.85,100,14.3,41,Agua Pura,False,,2025-07-30,4.0,60.0,bajo
PRD017,Naranja Mandarina 1kg,frutas,2025-09-08,70,1.5,40,5.7,37,Frutas del Valle,False,,2025-07-29,10.0,85.0,medio
PRD018,Mantequilla 200g,lacteos,2025-09-15,160,2.2,95,13.6,43,Lácteos del Sur,False,,2025-07-31,4.0,50.0,bajo
PRD019,Soda Limón 1.5L,bebidas,2025-09-28,140,1.4,70,10.0,56,Refrescos y Bebidas,False,,2025-07-30,8.0,55.0,bajo
PRD001,Manzanas Fuji,frutas,2025-08-30,120,1.2,35,5.0,28,Frutas del Valle,False,,2025-07-30,4.0,75.0,bajo
PRD002,Leche Entera 1L,lacteos,2025-08-21,80,0.9,50,7.0,19,Lácteos La Pradera,True,0.8,2025-07-31,2.0,65.0,medio
PRD003,Espinaca Orgánica,verduras,2025-08-07,200,0.5,20,3.0,5,Verduras Naturales,False,,2025-07-29,1.0,85.0,alto
PRD004,Pollo Orgánico Pechuga,carnes,2025-08-12,60,4.5,15,2.0,10,Carnes Orgánicas,False,,2025-07-28,0.0,70.0,alto
PRD005,Pan Integral,panaderia,2025-08-04,150,1.0,40,6.0,2,Panadería La Esquina,False,,2025-07-31,22.0,55.0,bajo
PRD006,Jugo de Naranja 1L,bebidas,2025-09-01,180,2.0,60,8.0,30,Bebidas Naturales,True,1.8,2025-08-01,4.0,60.0,bajo
PRD007,Yogurt Natural 125g,lacteos,2025-08-19,70,0.6,55,8.0,17,Lácteos La Pradera,False,,2025-07-30,4.0,65.0,medio
PRD008,Manzanas Verde,frutas,2025-08-27,90,1.3,28,4.0,25,Frutas del Valle,False,,2025-07-29,4.0,75.0,bajo
PRD009,Cerveza Lager 330ml,bebidas,2025-10-01,300,1.5,70,10.0,60,Bebidas y Más,False,,2025-07-31,8.0,65.0,bajo
PRD010,Queso Cheddar 200g,lacteos,2025-08-16,50,3.2,10,1.0,14,Quesos Finos,False,,2025-07-27,4.0,60.0,medio
PRD011,Bananas Organic,frutas,2025-08-25,100,0.9,45,6.5,23,Frutas del Valle,False,,2025-07-31,4.0,75.0,bajo
PRD012,Refresco Cola 500ml,bebidas,2025-08-20,220,1.0,80,11.0,18,Bebidas y Más,True,0.9,2025-07-30,6.0,55.0,bajo
PRD013,Carne de Res Picada,carnes,2025-08-10,40,9.0,12,2.0,8,Carnes Premium,False,,2025-07-30,0.0,65.0,alto
PRD014,Pan Blanco 600g,panaderia,2025-08-03,130,1.2,35,5.0,1,Panadería La Esquina,False,,2025-07-31,22.0,55.0,bajo
PRD015,Naranja Valencia 1kg,frutas,2025-08-26,95,1.1,25,3.5,24,Frutas del Valle,False,,2025-07-30,4.0,75.0,bajo
PRD016,Agua Mineral 1.5L,bebidas,2025-09-05,250,1.5,90,12.0,34,Agua Pura,False,,2025-07-31,6.0,50.0,bajo
PRD017,Queso Parmesano 150g,lacteos,2025-08-18,55,4.8,8,1.2,16,Quesos Finos,False,,2025-07-30,4.0,60.0,medio
PRD018,Fresas 250g,frutas,2025-08-22,70,2.5,25,3.5,20,Fresas del Valle,True,2.2,2025-07-31,4.0,75.0,bajo
PRD019,Coca Cola 330ml,bebidas,2025-08-25,190,1.2,75,10.0,23,Bebidas y Más,False,,2025-07-29,6.0,55.0,bajo
PRD020,Jamón Cocido 200g,carnes,2025-08-15,90,3.5,20,3.0,13,Carnes y Embutidos,False,,2025-07-30,0.0,65.0,alto
PRD001,Manzana Fuji,frutas,2025-08-28,150,1.2,70,10.0,26,Frutas del Valle,False,,2025-07-30,4.0,85.0,bajo
PRD002,Leche Entera 1L,lacteos,2025-08-22,80,1.0,50,7.0,20,Lácteos la Granja,True,0.9,2025-07-31,4.0,70.0,bajo
PRD003,Brocoli Orgánico,verduras,2025-08-07,60,2.5,30,4.3,5,Verduras Veritas,False,,2025-07-31,2.0,80.0,medio
PRD004,Pechuga de Pollo,carnes,2025-08-15,40,5.0,20,2.9,13,Carnes Elite,False,,2025-07-29,0.0,65.0,alto
PRD005,Pan integral 500g,panaderia,2025-08-05,100,2.0,80,11.4,3,Panadería La Esquina,True,1.8,2025-07-31,22.0,55.0,bajo
PRD006,Jugo de Naranja 1L,bebidas,2025-08-20,200,3.0,150,21.4,18,Bebidas del Sol,False,,2025-07-31,8.0,90.0,bajo
PRD007,Yogurt Natural 150g,lacteos,2025-08-19,90,0.8,60,8.6,17,Dairy Fresh,False,,2025-07-30,4.0,70.0,bajo
PRD008,Filete de Res 500g,carnes,2025-08-13,30,12.0,10,1.4,11,Carnes Premium,False,,2025-07-28,0.0,60.0,alto
PRD009,Pan de Viena 6 unidades,panaderia,2025-08-04,50,3.5,65,9.3,2,Panadería La Moderna,False,,2025-07-31,22.0,50.0,bajo
PRD010,Agua Mineral 1.5L,bebidas,2025-08-27,180,0.5,120,17.1,25,Aguas Pura Vida,False,,2025-07-29,10.0,70.0,bajo
PRD011,Cerveza Artesanal 330ml,bebidas,2025-08-25,220,2.8,110,15.7,23,Cervezas Artesanales,False,,2025-07-30,6.0,80.0,medio
PRD012,Queso Gouda 200g,lacteos,2025-08-16,70,4.5,40,5.7,14,Quesos Finos,False,,2025-07-29,4.0,75.0,bajo
PRD013,Naranjas Mandarina 1kg,frutas,2025-08-23,130,1.5,85,12.1,21,Frutas del Valle,False,,2025-07-30,4.0,85.0,bajo
PRD014,Mermelada de Fresa 250g,panaderia,2025-08-26,40,3.0,25,3.6,24,Dulces y Mermeladas,False,,2025-07-30,22.0,55.0,bajo
PRD015,Plátanos Bananas 1kg,frutas,2025-08-20,160,1.3,90,12.9,18,Verduras Veritas,True,1.2,2025-07-31,4.0,85.0,bajo
PRD016,Refresco Cola 2L,bebidas,2025-09-05,140,2.0,80,11.4,34,Refrescos Mundo,False,,2025-07-30,8.0,90.0,bajo
PRD017,Yogurt de Coco 150g,lacteos,2025-08-18,75,1.0,55,7.9,16,Dairy Plus,False,,2025-07-29,4.0,70.0,bajo
PRD018,Hamburguesas de Res 250g,carnes,2025-08-14,35,6.0,15,2.1,12,Carnes Premium,False,,2025-07-28,0.0,60.0,alto
PRD019,Pan pita 6 unidades,panaderia,2025-08-04,45,2.5,55,7.9,2,Panadería La Moderna,False,,2025-07-31,22.0,50.0,bajo
PROD001,Manzanas Rojo,frutas,2025-08-15,120,1.2,50,7.1,13,Frutas del Valle,False,,2025-07-30,4.0,75.0,medio
PROD002,Leche Entera 1L,lacteos,2025-08-10,80,0.95,70,10.0,8,Lácteos ABC,True,0.85,2025-07-31,4.0,85.0,bajo
PROD003,Bananas Organic,frutas,2025-08-12,150,0.8,60,8.5,10,Tropical Fruits,False,,2025-07-29,5.0,80.0,medio
PROD004,Pechuga de Pollo,carnes,2025-08-05,40,4.5,30,4.3,3,Carne Viva,False,,2025-07-31,0.0,90.0,alto
PROD005,Queso Gouda 200g,lacteos,2025-08-20,60,2.3,45,6.4,18,Lácteos ABC,True,2.0,2025-07-30,4.0,88.0,bajo
PROD006,Jugo de Naranja 1L,bebidas,2025-08-18,100,1.1,55,7.8,16,Bebidas del Sol,False,,2025-07-29,8.0,70.0,bajo
PROD007,Pan Integral 500g,panaderia,2025-08-04,90,2.5,85,12.1,2,Panadería Central,False,,2025-07-30,22.0,55.0,alto
PROD008,Yogurt Griego 150g,lacteos,2025-08-16,70,1.5,40,5.7,14,Lácteos ABC,True,1.3,2025-07-31,4.0,86.0,bajo
PROD009,Agua Mineral 1.5L,bebidas,2025-09-01,200,0.5,150,21.4,30,Aguas Puras,False,,2025-07-28,10.0,50.0,bajo
PROD010,Carne de Res Molida,carnes,2025-08-07,35,6.0,25,3.6,5,Carnes Premium,False,,2025-07-31,2.0,88.0,alto
PROD011,Pasta Espagueti 500g,panaderia,2025-08-21,110,1.4,65,9.3,19,Deli Pasta,False,,2025-07-29,22.0,60.0,alto
PROD012,Refresco Cola 330ml,bebidas,2025-08-13,180,0.8,90,12.9,11,Bebidas del Sol,False,,2025-07-27,8.0,65.0,bajo
PROD013,Cerveza Artesanal 500ml,bebidas,2025-09-10,60,3.0,20,2.9,39,Cervecería Artesanal,False,,2025-07-26,12.0,55.0,medio
PROD014,Pan Dulce con Chocolate,panaderia,2025-08-03,50,2.8,50,7.1,1,Dulces del Cielo,False,,2025-07-31,20.0,70.0,alto
PROD015,Jamon Cocido 200g,carnes,2025-08-08,45,3.5,22,3.1,6,Carnes Premium,True,3.0,2025-07-30,1.0,89.0,alto
PROD016,Refresco Naranja 330ml,bebidas,2025-08-19,170,0.9,85,12.1,17,Bebidas del Sol,False,,2025-07-28,8.0,66.0,bajo
PROD017,Mantequilla 250g,lacteos,2025-08-17,55,2.8,38,5.4,15,Lácteos ABC,False,,2025-07-29,4.0,87.0,bajo
PROD018,Carne de Cerdo 1kg,carnes,2025-08-09,25,7.0,15,2.1,7,Carnes del Sur,False,,2025-07-30,2.0,89.0,alto
PROD019,Chocolate oscuro 100g,panaderia,2025-08-25,70,1.8,40,5.7,23,Dulces del Cielo,False,,2025-07-31,20.0,65.0,alto
PROD020,Agua con Gas 600ml,bebidas,2025-08-22,160,0.85,85,12.1,20,Aguas Puras,False,,2025-07-28,8.0,60.0,bajo
P1001,Manzanas Fuji,frutas,2025-08-20,120,1.2,80,11.4,18,AgroFruit Co.,False,,2025-07-30,4.0,70.0,bajo
P1002,Leche Entera,lacteos,2025-08-15,200,0.85,150,21.4,13,DairyBest Ltd.,True,0.75,2025-07-31,4.0,85.0,medio
P1003,Broccoli Orgánico,verduras,2025-08-12,75,2.5,30,4.3,10,Green Farms,False,,2025-07-29,1.0,75.0,alto
P1004,Filete de Pollo,carnes,2025-08-10,50,5.75,45,6.4,8,Carnes Premium,True,5.25,2025-07-31,0.0,60.0,alto
P1005,Pan Integral,panaderia,2025-08-25,180,1.0,170,24.3,23,BakeWorld,False,,2025-07-30,22.0,50.0,bajo
P1006,Jugo de Naranja,bebidas,2025-08-18,90,2.0,60,8.6,16,OrangeWorld,False,,2025-07-28,8.0,80.0,medio
P1007,Yogurt Natural,lacteos,2025-08-14,150,0.65,130,18.6,12,YogurtCo,True,0.55,2025-07-30,4.0,78.0,medio
P1008,Carne Molida Res,carnes,2025-08-09,40,7.8,55,7.9,7,Carnes Premium,False,,2025-07-30,1.0,55.0,alto
P1009,Agua Mineral 1.5L,bebidas,2025-09-01,250,0.9,220,31.4,30,PureWater Inc.,False,,2025-07-31,10.0,65.0,bajo
P1010,Plátanos Maduro,frutas,2025-08-07,100,1.05,90,12.9,5,Tropical Fruits,True,0.95,2025-07-31,4.0,72.0,bajo
P1011,Queso Cheddar,lacteos,2025-08-16,80,3.5,70,10.0,14,CheeseWorld,False,,2025-07-30,4.0,80.0,medio
P1012,Naranja Valencia,frutas,2025-08-19,130,1.25,95,13.6,17,Citrus Ltd.,False,,2025-07-29,4.0,75.0,bajo
P1013,Pan Blanco,panaderia,2025-08-24,160,1.1,155,22.1,22,BakeWorld,False,,2025-07-30,22.0,55.0,bajo
P1014,Refresco Cola 330ml,bebidas,2025-09-01,300,1.5,270,38.6,30,Fanta Inc.,True,1.3,2025-07-30,8.0,85.0,medio
P1015,Yogurt de Frambuesa,lacteos,2025-08-13,90,0.7,75,10.7,11,YogurtCo,False,,2025-07-30,4.0,78.0,medio
P1016,Fresas,frutas,2025-08-11,60,2.8,55,7.9,9,Fruity Co.,False,,2025-07-29,4.0,70.0,bajo
P1017,Carne de Cerdo,carnes,2025-08-08,35,8.5,40,5.7,6,Cortes del Sur,False,,2025-07-30,0.0,58.0,alto
P1018,Agua de Sabor Mango,bebidas,2025-08-25,110,1.8,85,12.1,23,SaborMango Ltd.,False,,2025-07-29,10.0,70.0,bajo
P1019,Queso Mozzarella,lacteos,2025-08-17,70,3.2,65,9.3,15,CheeseWorld,False,,2025-07-30,4.0,80.0,medio
PRD001,Manzana Fuji,frutas,2025-08-28,150,1.2,50,7.1,26,Frutos del Valle,False,,2025-07-28,4.0,70.0,bajo
PRD002,Leche Entera 1L,lacteos,2025-08-17,80,0.85,60,8.6,15,Lácteos del Sur,True,0.75,2025-07-31,4.0,85.0,medio
PRD003,Banana Organic,frutas,2025-08-10,200,0.9,70,10.0,8,Banana Mundo,False,,2025-07-30,13.0,78.0,bajo
PRD004,Pechuga de Pollo,carnes,2025-08-07,60,5.5,35,5.0,5,Aves y Cárnicos,False,,2025-07-29,2.0,55.0,alto
