producto_id,nombre_producto,categoria,fecha_caducidad,stock_actual,precio_unitario,sales_ultimos_7d,ventas_promedio_diaria,dias_hasta_caducidad,proveedor,en_promocion,precio_promocion,fecha_ultima_venta,temperatura_almacen,humedad_almacen,categoria_riesgo
PRD006,Jugo de Naranja Natural 1L,bebidas,2020-08-25,105,1.91,71,10.02,25,Bebidas del Sol,False,,2020-07-31,4.16,66.1,bajo
PRD007,Yogurt Natural 150g,lacteos,2020-08-12,177,0.87,126,18.15,12,YogurtPlus,False,,2020-07-31,3.8,89.19,bajo
PRD008,Queso Gouda 200g,lacteos,2020-08-18,93,2.69,60,8.97,19,Quesos Artesanales,False,,2020-07-30,4.64,72.65,bajo
PRD009,Zumo de Manzana 1L,bebidas,2020-08-22,112,2.29,86,12.31,23,Frutas y Zumos,False,,2020-07-30,3.77,64.92,bajo
PRD010,Huevos Orgánicos 12 U,verduras,2020-08-07,163,2.9,102,14.81,7,HuevoFresco,False,,2020-07-31,4.86,82.2,bajo
PRD011,Broccoli Orgánico,verduras,2020-08-09,79,1.66,47,6.69,11,VeggieFarm,False,,2020-07-29,3.95,76.83,medio
PRD012,Cerveza Artesanal 330ml,bebidas,2020-08-30,90,2.85,68,10.89,31,Cervezas del Mundo,False,,2020-07-30,4.16,54.14,bajo
PRD013,Pan Integral 500g,panaderia,2020-08-02,194,2.34,146,21.73,2,PanExpress,False,,2020-07-31,23.43,76.83,medio
PRD014,Refresco Cola 600ml,bebidas,2020-08-28,105,1.68,88,11.92,29,Refrescos Unidos,False,,2020-07-30,4.33,67.96,bajo
PRD015,Fresas 250g,frutas,2020-08-09,140,2.52,101,13.93,9,FruityFarm,True,2.13,2020-07-31,2.06,86.85,medio
PRD016,Queso Cheddar 200g,lacteos,2020-08-16,76,3.28,60,7.81,18,Quesos Artesanales,False,,2020-07-29,5.1,74.93,bajo
PRD017,Agua Mineral 1.5L,bebidas,2020-09-05,138,1.43,83,10.44,36,AquaPure,False,,2020-07-31,3.64,55.31,bajo
PRD018,Pechuga de Pollo,carnes,2020-08-04,55,7.24,27,3.95,6,PolloFresco,False,,2020-07-29,1.85,67.13,alto
PRD019,Jamon Cocido 200g,carnes,2020-08-03,45,4.91,26,3.83,6,Cárnicas La Pampa,False,,2020-07-28,0.94,53.44,alto
PRD001,Manzanas Rojas,frutas,2020-08-20,155,1.18,31,5.07,21,Frutas del Valle,False,,2020-07-30,4.18,74.27,bajo
PRD002,Leche Entera 1L,lacteos,2020-08-28,72,1.01,49,7.07,28,Lácteos La Leche,True,0.95,2020-07-31,4.13,87.83,medio
PRD003,Broccoli Fresco,verduras,2020-08-12,55,2.49,20,3.17,14,Verduras del Campo,False,,2020-07-29,2.08,75.51,medio
PRD004,Pechuga de Pollo,carnes,2020-08-09,49,4.53,16,1.82,9,Carnes Rápidas,True,4.17,2020-07-31,0.0,92.23,alto
PRD005,Pan Integral 500g,panaderia,2020-08-15,111,1.77,36,5.76,18,Panaderia Central,False,,2020-07-28,21.92,65.33,bajo
PRD006,Jugo de Naranja 1L,bebidas,2020-08-24,88,2.07,30,3.85,25,Bebidas del Sol,True,1.82,2020-07-30,4.34,76.91,bajo
PRD007,Queso Cheddar 200g,lacteos,2020-08-25,51,3.74,20,3.21,25,Quesos del Valle,False,,2020-07-31,4.37,84.0,medio
PRD008,Tomates Cherry 250g,verduras,2020-08-16,69,2.19,25,4.38,18,Huertos Orgánicos,False,,2020-07-29,1.94,71.94,medio
PRD009,Jamon Serrano 150g,carnes,2020-08-21,36,5.03,11,1.53,22,Cárnicas Serrano,False,,2020-07-30,0.0,81.73,alto
PRD010,Agua Mineral 1.5L,bebidas,2020-09-02,183,0.88,61,9.61,33,AguaPura Ltda,False,,2020-07-31,7.95,83.66,bajo
PRD011,Fresas 250g,frutas,2020-08-10,96,3.22,44,6.86,11,Frescas del Valle,True,2.35,2020-07-30,3.81,73.87,medio
PRD012,Yogur Natural 150g,lacteos,2020-08-25,96,1.05,34,4.49,25,YogurtPlus,False,,2020-07-31,3.97,79.54,bajo
PRD013,Sandía 1kg,frutas,2020-08-09,93,3.66,37,5.93,11,Frutas del Valle,False,,2020-07-29,4.14,75.15,bajo
PRD014,Cerveza Artesanal 330ml,bebidas,2020-08-18,125,3.35,60,7.73,19,Cervezas Artesanales,False,,2020-07-30,3.87,71.02,bajo
PRD015,Jamon Cocido 150g,carnes,2020-08-23,51,4.22,19,2.9,24,Carnes Express,False,,2020-07-30,0.0,77.83,alto
PRD016,Bebida Gaseosa 2L,bebidas,2020-08-19,155,1.39,59,8.44,20,Bebidas Cola,True,1.33,2020-07-30,8.35,86.4,bajo
PRD017,Yogur de Frutas 125g,lacteos,2020-08-23,66,1.17,24,3.6,24,YogurtPlus,False,,2020-07-30,4.2,88.64,bajo
PRD018,Manzanas Verdes,frutas,2020-08-11,129,1.38,40,5.93,13,Frutas del Valle,False,,2020-07-29,3.97,75.51,bajo
PRD019,Zumo de Manzana 1L,bebidas,2020-08-30,82,2.34,30,4.14,30,Bebidas del Valle,False,,2020-07-31,4.04,82.58,bajo
PRD001,Manzanas Fuji,frutas,2020-08-27,138,1.14,34,5.43,30,FruitCo,False,,2020-07-28,4.39,64.36,bajo
PRD002,Leche Entera Lala,lacteos,2020-08-25,82,0.97,29,4.31,26,DairyBest,True,0.82,2020-07-30,1.99,91.93,medio
PRD003,Tomates Russet,verduras,2020-08-29,183,0.57,54,6.76,30,VeggieFarm,False,,2020-07-30,9.62,69.86,bajo
PRD004,Pechuga de Pollo,carnes,2020-08-20,64,4.49,18,2.99,23,MeatMasters,True,4.1,2020-07-28,0.0,65.04,alto
PRD005,Pan Francés,panaderia,2020-08-03,109,0.94,56,9.14,3,BakerySweet,False,,2020-07-31,21.49,51.29,medio
PRD006,Jugo de Naranja,bebidas,2020-09-01,321,1.82,83,10.45,36,Beverages Inc,True,1.81,2020-07-27,4.27,76.1,bajo
PRD007,Yogurt Griego,lacteos,2020-08-28,99,1.46,37,6.44,30,DairyPrime,False,,2020-07-29,4.24,80.98,medio
PRD008,Carne de Res Molida,carnes,2020-08-19,50,7.76,23,2.71,20,MeatBest,False,,2020-07-30,1.1,58.94,alto
PRD009,Agua Mineral Sin Gas,bebidas,2020-09-02,230,0.54,72,9.93,37,AquaPure,False,,2020-07-27,7.64,68.81,bajo
PRD010,Queso Gouda,lacteos,2020-08-26,82,3.76,15,2.08,26,CheeseWorld,True,3.2,2020-07-31,6.54,88.78,medio
PRD011,Bananas,frutas,2020-08-23,189,0.3,59,8.43,24,Tropical Farms,False,,2020-07-30,3.91,63.29,bajo
PRD012,Espinaca Orgánica,verduras,2020-08-24,126,0.92,22,3.16,26,GreenLeaf,False,,2020-07-29,9.57,54.56,bajo
PRD013,Galletas Integrales,panaderia,2020-08-05,97,1.26,42,6.41,6,SweetBite,False,,2020-07-30,19.58,50.51,medio
PRD014,Refresco Cola,bebidas,2020-08-31,196,1.5,54,7.29,31,ColaBrew,True,1.27,2020-07-31,5.34,81.79,bajo
PRD015,Cerveza Artesanal,bebidas,2020-09-10,161,2.8,34,4.21,42,BrewMasters,False,,2020-07-30,3.7,81.67,bajo
PRD016,Cheddar en Barra,lacteos,2020-08-24,67,3.05,17,2.36,26,CheeseWorld,False,,2020-07-29,6.02,77.8,medio
PRD017,Salchicha de Cerdo,carnes,2020-08-18,37,5.79,14,2.16,20,MeatCraft,False,,2020-07-29,1.92,54.95,alto
PRD018,Jugo de Manzana,bebidas,2020-08-30,216,1.96,59,9.61,30,FruityJuice,True,1.56,2020-07-31,4.33,67.32,bajo
PRD019,Mozzarella Fresca,lacteos,2020-08-23,81,2.71,20,3.17,24,CheeseWorld,False,,2020-07-30,4.54,76.56,medio
PRD001,Manzanas Fuji,frutas,2020-08-31,153,1.27,63,10.97,32,AgroFruits Ltd.,False,,2020-07-30,4.11,81.15,bajo
PRD002,Leche Entera,lacteos,2020-08-15,206,0.86,109,16.26,15,DairyBest Co.,True,0.8,2020-07-31,3.7,75.27,bajo
PRD003,Pechuga de Pollo,carnes,2020-08-05,82,5.09,54,6.64,7,Carnes del Sur,False,,2020-07-29,1.99,83.75,alto
PRD004,Pan Baguette,panaderia,2020-08-02,320,1.01,191,25.59,2,Panaderos Unidos,False,,2020-07-31,19.89,63.18,bajo
PRD005,Naranja Valencia,frutas,2020-08-20,107,0.79,60,7.76,20,Círculo Frutícola,True,0.62,2020-07-31,5.46,95.16,bajo
PRD006,Agua Mineral 1.5L,bebidas,2020-09-10,399,0.53,159,20.61,41,Bebidas del Valle,False,,2020-07-31,8.24,49.37,bajo
PRD007,Queso Gouda,lacteos,2020-08-25,110,3.55,33,5.24,27,Quesos Finos SA.,False,,2020-07-29,4.33,62.31,medio
PRD008,Carne de Res Molida,carnes,2020-08-03,54,8.09,36,5.66,4,ResImportados,True,6.48,2020-07-30,1.45,78.77,alto
PRD009,Jugo de Naranja Natural,bebidas,2020-08-17,259,2.47,95,13.84,17,Naranjas del Sol,False,,2020-07-31,5.45,77.35,bajo
PRD010,Pan Integral,panaderia,2020-08-02,238,1.15,167,23.96,2,Panadería Moderna,False,,2020-07-31,23.16,57.41,bajo
PRD011,Fresas Congeladas,frutas,2020-09-05,85,2.32,48,6.92,37,Congelados del Norte,True,1.8,2020-07-30,-17.06,40.06,medio
PRD012,Yogurt Natural,lacteos,2020-09-01,186,0.67,87,14.01,32,Yogur Rico,False,,2020-07-31,4.4,70.57,bajo
PRD013,Cola Cola 500ml,bebidas,2020-09-20,368,1.4,164,24.43,51,Refrescos Global,False,,2020-07-31,8.35,46.85,bajo
PRD014,Bollo de Pan,panaderia,2020-08-02,271,1.1,198,28.05,2,Panaderos Unidos,False,,2020-07-31,21.02,60.1,bajo
PRD015,Sandía,frutas,2020-08-22,70,3.0,59,8.69,22,Círculo Frutícola,False,,2020-07-31,5.46,89.7,bajo
PRD016,Gaseosa Cola 2L,bebidas,2020-08-28,460,2.32,217,27.49,28,Refrescos Global,True,2.06,2020-07-31,8.52,52.59,bajo
PRD017,Queso Cheddar,lacteos,2020-08-24,133,4.3,36,6.09,25,Quesos Finos SA.,False,,2020-07-30,3.9,62.0,medio
PRD018,Brocoli Fresco,verduras,2020-08-07,75,1.63,32,4.69,9,Verduras del Valle,False,,2020-07-29,1.86,85.11,alto
PRD001,Manzanas Fuji,frutas,2020-08-30,139,1.24,126,18.11,31,AgroFresca,False,,2020-07-30,3.81,77.13,bajo
PRD002,Leche Entera 1L,lacteos,2020-08-15,81,0.87,94,12.96,15,Lácteos del Valle,True,0.9,2020-07-31,3.68,79.52,medio
PRD003,Bananas Ricas,frutas,2020-08-24,218,0.53,181,26.87,23,Bananafield,False,,2020-08-01,11.9,85.04,bajo
PRD004,Carne de Res Corte Fino,carnes,2020-08-18,45,8.22,44,6.91,20,CarneMaster,True,7.8,2020-07-29,0.0,54.18,alto
PRD005,Yogur Natural 125g,lacteos,2020-08-10,178,0.77,169,23.48,11,YogurNatur,False,,2020-07-30,4.21,75.9,bajo
PRD006,Pan Baguette,panaderia,2020-08-02,103,0.92,147,19.52,3,PanaderoFiel,False,,2020-07-30,21.87,76.23,bajo
PRD007,Jugo de Naranja 1L,bebidas,2020-08-28,123,2.04,78,12.97,28,NaranjEx,False,,2020-07-31,8.32,61.11,bajo
PRD008,Queso Gouda 200g,lacteos,2020-08-20,65,3.16,72,9.86,22,Quesos del Valle,False,,2020-07-29,3.73,75.67,medio
PRD009,Manzanas Verde,frutas,2020-08-29,176,1.43,168,22.26,29,AgroFresca,False,,2020-07-31,3.83,84.13,bajo
PRD010,Cerveza Lager 330ml,bebidas,2020-09-01,279,1.97,254,34.96,32,BrewHouse,False,,2020-07-31,12.5,63.22,bajo
PRD011,Zanahorias Orgánicas,verduras,2020-08-27,124,0.88,113,16.8,28,VerdurAgro,False,,2020-07-30,9.96,83.55,bajo
PRD012,Hamburguesas de Pollo,carnes,2020-08-17,43,5.12,38,5.22,19,CarnesExpress,True,4.43,2020-07-29,1.98,50.67,alto
PRD013,Bebida Cola 2L,bebidas,2020-09-10,259,2.31,203,30.61,42,Refrescos del Mundo,False,,2020-07-30,9.74,67.42,bajo
PRD014,Palitos de Pan,panaderia,2020-08-02,93,1.31,98,13.23,2,PanBake,False,,2020-07-31,20.26,76.15,bajo
PRD015,Queso Crema 250g,lacteos,2020-08-25,65,2.94,65,9.29,26,Quesos del Valle,False,,2020-07-30,3.75,73.17,medio
PRD016,Gaseosa Cola 500ml,bebidas,2020-08-19,198,1.6,191,27.85,19,Refrescos del Mundo,True,1.38,2020-07-31,12.24,67.37,bajo
PRD017,Espinaca Orgánica,verduras,2020-08-26,92,1.08,80,10.86,27,VerdurAgro,False,,2020-07-30,10.07,81.34,bajo
PRD018,Carne de Cerdo Filete,carnes,2020-08-16,48,6.83,42,5.9,18,CarnesExpress,False,,2020-07-29,2.09,59.18,alto
PRD019,Agua Mineral 500ml,bebidas,2020-08-23,246,0.79,210,30.33,24,MineralPlus,False,,2020-07-30,8.26,70.83,bajo
PRD001,Manzanas Golden,frutas,2020-08-31,163,1.13,102,14.12,32,AgroFruits Ltd.,False,,2020-07-30,3.83,63.31,bajo
PRD002,Leche Entera 1L,lacteos,2020-09-02,180,0.87,180,23.65,32,DairyBest Co.,True,0.86,2020-08-01,3.8,76.98,bajo
PRD003,Broccoli,verduras,2020-08-20,80,2.75,53,6.68,20,GreenFarm Inc.,False,,2020-07-31,2.18,65.14,medio
PRD004,Pechuga de Pollo,carnes,2020-08-10,119,4.89,76,10.62,12,Carnes y Más,False,,2020-07-29,1.48,63.68,alto
PRD005,Pan Integral,panaderia,2020-08-05,278,0.97,186,25.87,5,BakeHappy Ltd.,True,0.94,2020-07-31,19.85,54.19,bajo
PRD006,Agua Mineral 1.5L,bebidas,2020-09-15,439,0.51,232,32.34,49,HydroPure,False,,2020-07-28,10.21,83.12,bajo
PRD007,Queso Gouda,lacteos,2020-08-28,58,3.81,47,6.77,29,DairyFresh Ltd.,False,,2020-07-30,4.04,74.48,bajo
PRD008,Filete de Res,carnes,2020-08-12,71,7.73,31,4.8,15,PremiumMeats Co.,False,,2020-07-28,0.48,63.72,alto
PRD009,Jugo de Naranja 1L,bebidas,2020-09-10,269,1.87,130,18.17,45,OrangeMundo,False,,2020-07-27,8.67,86.38,bajo
PRD010,Yogurt Natural 125g,lacteos,2020-08-25,180,0.74,171,21.59,26,YogurtWorld,True,0.71,2020-07-30,4.38,71.61,bajo
PRD011,Tajín Chili 50g,panaderia,2020-08-15,86,1.96,56,9.04,17,SpiceWorld,False,,2020-07-29,21.04,63.5,medio
PRD012,Cerveza Artesanal 330ml,bebidas,2020-09-05,306,2.49,129,18.73,36,BrewMasters,False,,2020-07-31,3.8,65.63,medio
PRD013,Bananas,frutas,2020-08-19,185,1.09,82,13.12,20,Tropical Fruits Co.,False,,2020-07-30,4.35,73.63,bajo
PRD014,Pan de Hamburgesa,panaderia,2020-08-04,247,1.65,119,15.96,5,FastBake Ltd.,False,,2020-07-30,20.57,54.21,bajo
PRD015,Refresco Cola 600ml,bebidas,2020-09-12,332,1.19,175,21.73,43,ColaWorld,True,1.09,2020-07-31,4.01,73.07,medio
PRD016,Fresas,frutas,2020-08-17,129,2.95,68,9.9,18,BerryBest Ltd.,False,,2020-07-30,4.03,63.7,bajo
PRD017,Leche Deslactosada 1L,lacteos,2020-09-02,192,0.93,163,22.76,35,DairyBest Co.,False,,2020-07-29,3.91,83.34,bajo
PRD018,Coca-Cola 600ml,bebidas,2020-09-10,292,1.16,147,22.62,41,CocaCola Ltd.,False,,2020-07-31,4.09,74.64,bajo
PRD019,Zanahorias,verduras,2020-08-21,88,1.4,55,7.38,22,VeggieWorld,False,,2020-07-30,2.12,62.43,medio
PRD020,Té Verde 100g,bebidas,2020-09-05,162,3.17,83,12.65,39,TeaTime Co.,False,,2020-07-28,20.7,71.2,bajo
PRD001,Manzanas Fuertes,frutas,2020-08-25,164,2.48,76,10.28,26,FruitCo,False,,2020-07-30,3.63,92.41,bajo
PRD002,Leche Entera 1L,lacteos,2020-08-12,208,1.28,168,26.64,14,DairyBest,True,1.07,2020-07-29,4.35,92.6,bajo
PRD003,Bananas,frutas,2020-08-20,281,0.48,158,22.04,20,TropicalFoods,False,,2020-07-31,4.73,85.83,bajo
PRD004,Carne de Res Fresca 500g,carnes,2020-08-07,49,9.06,37,6.21,10,MeatPro,False,,2020-07-28,1.02,67.49,alto
PRD005,Pan de Campo,panaderia,2020-08-16,106,0.91,66,10.19,16,BakeHouse,True,0.74,2020-07-31,23.32,58.68,medio
PRD006,Jugo de Naranja 1L,bebidas,2020-08-24,188,3.29,148,25.17,26,CitrusSupplies,False,,2020-07-29,8.74,82.49,bajo
PRD007,Queso Gouda 200g,lacteos,2020-08-14,121,4.26,64,9.07,15,DairyBest,False,,2020-07-30,4.22,92.93,bajo
PRD008,Carne de Pollo 1kg,carnes,2020-08-09,75,6.54,65,10.02,9,PoultryFarm,False,,2020-07-31,2.07,61.65,alto
PRD009,Refresco Cola 2L,bebidas,2020-08-23,241,2.48,230,29.2,26,SoftDrinkCo,False,,2020-07-28,10.03,68.79,bajo
PRD010,Yogur Natural 150g,lacteos,2020-08-17,152,1.39,136,18.89,17,DairyFresh,True,1.12,2020-07-31,4.23,86.7,bajo
PRD011,Tomates,verduras,2020-08-19,233,0.96,135,19.37,20,VeggieWorld,False,,2020-07-30,7.27,72.73,medio
PRD012,Leche Descremada 1L,lacteos,2020-08-13,175,1.08,155,23.84,14,DairyBest,False,,2020-07-30,3.75,90.09,bajo
PRD013,Jamon Cocido 250g,carnes,2020-08-10,62,5.29,51,7.15,12,MeatPro,False,,2020-07-29,1.88,65.36,alto
PRD014,Cerveza Artesanal 330ml,bebidas,2020-08-21,134,3.53,131,18.1,22,BrewMasters,False,,2020-07-30,12.73,59.18,medio
PRD015,Pan de Muerto,panaderia,2020-08-03,83,2.27,69,11.71,3,BakeHouse,False,,2020-07-31,23.47,63.29,medio
PRD016,Refresco Lemon 2L,bebidas,2020-08-20,222,2.94,202,27.79,21,CitrusSupplies,False,,2020-07-30,8.63,81.87,bajo
PRD017,Queso Roquefort 150g,lacteos,2020-08-22,90,5.66,48,5.8,25,DairyDelights,False,,2020-07-28,3.72,93.67,bajo
PRD018,Lomo de Cerdo 1kg,carnes,2020-08-11,95,7.98,54,7.54,13,MeatPro,False,,2020-07-29,1.88,71.03,alto
PRD019,Agua Mineral 500ml,bebidas,2020-08-19,251,0.83,248,34.9,19,MineralWater,False,,2020-07-31,6.97,89.96,bajo
PRD020,Mantequilla 250g,lacteos,2020-08-15,108,3.59,103,13.86,17,DairyDelights,False,,2020-07-29,3.96,80.75,bajo
PRD001,Manzanas rojas,frutas,2020-08-31,120,1.08,46,7.19,33,Frutas del Valle,False,,2020-07-29,4.34,82.02,bajo
PRD002,Leche entera 1L,lacteos,2020-08-15,85,0.85,31,4.41,16,Lácteos La Vaca,True,0.79,2020-07-30,3.82,77.63,bajo
PRD003,Bananas maduras,frutas,2020-08-25,185,0.49,64,10.92,25,Banana Tropical,False,,2020-07-31,5.49,68.44,bajo
PRD004,Yogur natural 6 piezas,lacteos,2020-08-12,56,2.6,14,2.23,15,Dairy Best,True,2.41,2020-07-28,3.84,86.24,bajo
PRD005,Carne de res cortes selectos,carnes,2020-08-20,37,11.27,7,1.13,24,Carnes del Sur,False,,2020-07-27,1.87,64.3,alto
PRD006,Pan integral 500g,panaderia,2020-08-08,161,0.93,65,8.44,9,Panaderia La Rural,False,,2020-07-30,23.58,50.28,medio
PRD007,Agua mineral 1.5L,bebidas,2020-09-15,310,0.82,185,23.3,46,Hidratec,False,,2020-07-31,7.41,72.0,bajo
PRD008,Queso gouda 200g,lacteos,2020-08-10,47,3.55,10,1.26,13,Quesos Finos,False,,2020-07-28,4.37,72.39,bajo
PRD009,Naranja Valencia,frutas,2020-08-27,175,0.66,59,7.89,28,Círculo Frutal,False,,2020-07-30,4.59,84.36,bajo
PRD010,Cerveza lager 330ml,bebidas,2020-09-05,258,1.45,110,17.07,36,Cervezas del Mundo,True,1.28,2020-07-31,9.95,78.05,medio
PRD011,Manzanas verdes,frutas,2020-09-01,91,1.42,42,5.9,34,Frutas del Valle,False,,2020-07-29,3.95,82.13,bajo
PRD012,Coca-Cola 2L,bebidas,2020-09-10,217,1.29,120,16.72,43,Refrescos Unidos,False,,2020-07-29,10.11,65.51,bajo
PRD013,Pollo entero congelado,carnes,2020-08-18,28,9.06,11,1.85,22,Aves del Norte,False,,2020-07-27,-17.36,42.18,alto
PRD014,Pan blanco 600g,panaderia,2020-08-07,143,1.27,59,7.37,8,Panaderia La Rural,False,,2020-07-30,23.84,51.67,medio
PRD015,Refresco sabor naranja 330ml,bebidas,2020-09-20,190,1.05,99,12.76,52,Refrescos Unidos,True,0.87,2020-07-30,9.35,64.93,bajo
PRD016,Queso cheddar 200g,lacteos,2020-08-19,45,3.7,9,1.43,22,Quesos Finos,False,,2020-07-28,4.04,75.33,bajo
PRD017,Jugos tropicales 1L,bebidas,2020-09-25,136,1.98,59,9.65,56,JugoFresco,False,,2020-07-31,7.92,70.44,bajo
PRD018,Huevo orgánico 12 piezas,verduras,2020-08-09,105,2.9,19,2.77,10,Huevos del Campo,False,,2020-07-30,5.04,83.27,bajo
PRD019,Limon 1kg,verduras,2020-08-29,81,1.11,39,5.79,31,Círculo Frutal,False,,2020-07-29,5.55,81.06,bajo
PRD020,Refresco cola 330ml,bebidas,2020-09-08,213,1.13,108,14.09,41,Refrescos Unidos,False,,2020-07-29,10.1,67.35,bajo
PRD001,Manzanas Granny Smith,frutas,2020-08-25,117,1.15,53,6.51,26,Agricola del Valle,False,,2020-07-30,4.3,74.61,bajo
PRD002,Leche Entera 1L,lacteos,2020-08-20,81,0.99,69,10.74,22,Lácteos San Juan,True,0.73,2020-07-29,4.56,81.27,bajo
PRD003,Broccoli,verduras,2020-08-15,59,2.37,21,3.19,15,Verduras Orgánicas,False,,2020-07-31,1.54,87.46,medio
PRD004,Filete de Pollo,carnes,2020-08-10,37,7.07,14,2.09,10,Carnes del Norte,False,,2020-07-31,2.11,69.35,alto
PRD005,Pan Integral,panaderia,2020-08-04,151,1.72,117,18.12,4,Panadería Central,True,1.5,2020-07-31,23.31,67.3,bajo
PRD006,Jugo de Naranja 1L,bebidas,2020-08-28,195,1.85,82,11.91,29,Frutas y Jugos S.A.,False,,2020-07-30,5.07,72.38,bajo
PRD007,Queso Cheddar 200g,lacteos,2020-08-22,81,3.4,53,7.85,22,Quesos del Norte,False,,2020-07-31,4.22,76.0,bajo
PRD008,Hamburguesas de Carne,carnes,2020-08-12,31,5.1,10,1.5,13,Carnicería La Estrella,False,,2020-07-30,2.45,69.14,alto
PRD009,Galletas Integrales,panaderia,2020-08-30,94,2.07,57,8.36,30,Panadería La Baguette,False,,2020-07-31,21.43,67.77,bajo
PRD010,Agua Mineral 1.5L,bebidas,2020-08-27,194,1.3,77,11.85,29,Aguas Puras,False,,2020-07-29,7.59,79.0,bajo
PRD011,Yogurt Natural 150g,lacteos,2020-08-19,89,0.82,65,10.2,20,Yogur Factory,True,0.66,2020-07-30,4.04,79.3,bajo
PRD012,Salami de Cerdo,carnes,2020-08-16,45,4.15,13,1.7,17,Embutidos La Tradición,False,,2020-07-30,3.14,68.28,alto
PRD013,Pan de Molde,panaderia,2020-08-06,136,1.8,105,15.23,6,Panadería La Primera,False,,2020-07-31,21.14,60.15,bajo
PRD014,Jamon Cocido 100g,carnes,2020-08-09,56,3.68,18,3.01,10,Embutidos y Jamones,False,,2020-07-30,1.5,61.03,alto
PRD015,Refresco Cola 355ml,bebidas,2020-08-24,151,1.36,95,12.32,24,Refrescos Global,True,1.23,2020-07-31,8.35,81.37,bajo
PRD016,Mantequilla 200g,lacteos,2020-08-23,65,2.65,37,6.01,24,Lácteos San Juan,False,,2020-07-30,4.0,79.66,bajo
PRD017,Naranja Sanguina 1kg,frutas,2020-08-14,90,3.22,36,4.66,14,Frutas y Jugos S.A.,False,,2020-07-31,10.89,80.58,bajo
PRD018,Galletas Oreo,panaderia,2020-08-27,88,2.63,67,9.33,27,Galletas y Más,True,2.02,2020-07-31,20.94,65.34,bajo
PRD019,Agua con Gas 500ml,bebidas,2020-08-29,169,1.45,76,10.86,30,Refrescos Global,False,,2020-07-30,7.89,81.13,bajo
PRD020,Yogurt de Frambuesa 150g,lacteos,2020-08-18,73,1.2,59,8.93,19,Yogur Factory,False,,2020-07-30,4.13,71.11,bajo
PRD-0001,Manzanas Golden,frutas,2020-08-20,138,1.2,75,9.37,20,Frutícola Central,False,,2020-07-31,4.04,87.78,bajo
PRD-0002,Leche Entera 1L,lacteos,2020-08-15,58,0.91,57,8.65,16,Lácteos del Valle,True,0.84,2020-07-30,4.27,82.22,bajo
PRD-0003,Zanahorias 500g,verduras,2020-08-25,188,0.51,113,18.24,27,Verduras Frescas,False,,2020-07-29,3.23,75.84,bajo
PRD-0004,Pollo Piezas 1kg,carnes,2020-08-10,74,6.0,48,5.79,10,Carnes del Norte,True,4.56,2020-07-31,1.85,76.96,alto
PRD-0005,Pan Baguette,panaderia,2020-08-06,283,1.04,172,25.16,6,Panadería La Tradición,False,,2020-07-31,8.41,72.0,medio
PRD-0006,Agua Mineral 1.5L,bebidas,2020-09-05,424,0.66,207,28.74,37,Bebidas y Más,False,,2020-07-30,10.01,54.2,bajo
PRD-0007,Queso Manchego 200g,lacteos,2020-08-18,50,3.15,27,4.07,21,Lácteos del Valle,False,,2020-07-28,3.64,79.27,medio
PRD-0008,Fresas 250g,frutas,2020-08-04,75,2.34,56,7.81,4,Frutícola Central,True,1.83,2020-07-31,2.01,89.59,alto
PRD-0009,Carne de Res 1kg,carnes,2020-08-09,41,10.62,19,2.75,13,Carnes del Norte,False,,2020-07-27,-1.08,85.28,alto
PRD-0010,Jugo de Naranja 1L,bebidas,2020-08-30,119,1.56,94,12.08,32,JugoNaranja SA,False,,2020-07-29,7.66,63.81,bajo
PRD-0011,Yogurt Natural 125g,lacteos,2020-08-12,92,0.8,66,9.36,13,Lácteos del Valle,False,,2020-07-30,4.27,80.51,bajo
PRD-0012,Aceitunas Negras 150g,verduras,2020-08-27,55,1.95,32,4.74,29,Verduras Frescas,False,,2020-07-29,4.97,84.67,bajo
PRD-0013,Cerveza Artesanal 330ml,bebidas,2020-09-10,186,2.95,141,20.47,44,Bebidas y Más,False,,2020-07-28,12.26,58.95,medio
PRD-0014,Hamburguesa Ingredientes Pack,panaderia,2020-08-14,95,4.68,70,9.18,14,Panadería La Tradición,False,,2020-07-31,7.55,65.18,medio
PRD-0015,Refresco Cola 330ml,bebidas,2020-08-09,198,1.22,135,21.22,9,Bebidas y Más,True,0.94,2020-07-31,7.8,70.6,medio
PRD-0016,Espinaca 300g,verduras,2020-08-22,97,1.09,65,8.42,24,Verduras Frescas,False,,2020-07-29,2.0,88.58,bajo
PRD-0017,Queso Gouda 200g,lacteos,2020-08-25,64,3.46,26,3.11,28,Lácteos del Valle,False,,2020-07-28,4.22,79.74,medio
PRD-0018,Naranja 1kg,frutas,2020-08-18,160,1.09,92,13.9,19,Frutícola Central,False,,2020-07-30,5.23,80.33,bajo
PRD-0019,Yogurt de Chocolate 125g,lacteos,2020-08-23,100,1.2,56,8.63,23,Lácteos del Valle,True,1.08,2020-07-31,4.12,87.75,bajo
PRD-0020,Coca Cola 330ml,bebidas,2020-08-28,260,1.27,164,21.81,28,Bebidas y Más,False,,2020-07-31,7.55,69.5,medio
PRD001,Manzanas Rojas,frutas,2020-08-20,146,1.27,45,6.72,21,Frutas del Valle,False,,2020-07-30,3.86,68.67,bajo
PRD002,Leche Entera,lacteos,2020-08-15,82,0.91,57,9.42,17,Lácteos La Estrella,True,0.78,2020-07-29,4.32,82.45,bajo
